Date,HomeTeam,AwayTeam,Team,Batsman,Status,R,B,Min,4s,6s
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Hossain M.,c Young W. b Southee T.,13,8,26,0,1
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Mahedi H.,c Phillips G. b Astle T.,0,2,2,0,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Shoriful I.,b Milne A.,6,3,6,0,1
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Ahmed T.,b Ferguson L.,5,4,3,1,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Hossain R.,not out,3,6,8,0,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Ahmed N.,c Southee T. b Phillips G.,3,4,2,0,0
01.04.2021 17:00,New Zealand,Bangladesh,NZ Innings,Guptill M.,c Hossain A. b Mahedi H.,44,19,27,1,5
01.04.2021 17:00,New Zealand,Bangladesh,NZ Innings,Allen F.,c Hasan Mehidy b Ahmed T.,71,29,51,10,3
01.04.2021 17:00,New Zealand,Bangladesh,NZ Innings,Phillips G.,c Sarkar S. b Shoriful I.,14,6,14,0,2
01.04.2021 17:00,New Zealand,Bangladesh,NZ Innings,Mitchell D.,run out Hossain M.,11,6,12,1,0
01.04.2021 17:00,New Zealand,Bangladesh,NZ Innings,Chapman M.,not out,0,0,3,0,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Naim M.,c Guptill M. b Phillips G.,38,35,17,4,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Das L.,c Phillips G. b Bennett H.,6,5,64,1,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Sarkar S.,c Milne A. b Southee T.,51,27,36,5,3
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Mahmudullah M.,b Milne A.,21,12,17,4,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Hossain A.,b Milne A.,2,4,8,0,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Mithun M.,c Conway D. b Southee T.,1,2,5,0,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Mahedi H.,not out,12,6,12,0,1
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Saifuddin M.,c Southee T. b Bennett H.,3,6,8,0,0
30.03.2021 17:00,New Zealand,Bangladesh,BAN Innings,Ahmed T.,not out,0,0,4,0,0
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Guptill M.,c Ahmed T. b Saifuddin M.,21,18,26,2,1
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Allen F.,c Naim M. b Ahmed T.,17,10,16,2,1
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Conway D.,c Mithun M. b Shoriful I.,15,9,12,2,0
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Young W.,st Das L. b Mahedi H.,14,17,60,0,1
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Phillips G.,not out,58,31,22,5,2
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Chapman M.,c & b Mahedi H.,7,8,10,1,0
30.03.2021 17:00,New Zealand,Bangladesh,NZ Innings,Mitchell D.,not out,34,16,24,6,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Naim M.,lbw Ferguson L.,27,18,23,5,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Das L.,c Sodhi I. b Southee T.,4,5,10,1,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Sarkar S.,c & b Sodhi I.,5,6,18,1,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Mithun M.,b Sodhi I.,4,6,7,0,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Mahmudullah M.,b Sodhi I.,11,9,9,1,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Hossain A.,b Ferguson L.,45,33,46,5,1
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Mahedi H.,b Sodhi I.,0,1,3,0,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Saifuddin M.,not out,34,34,54,3,1
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Shoriful I.,c Guptill M. b Bennett H.,5,7,12,1,0
28.03.2021 12:00,New Zealand,Bangladesh,BAN Innings,Ahmed N.,not out,0,1,6,0,0
28.03.2021 12:00,New Zealand,Bangladesh,NZ Innings,Guptill M.,c Sarkar S. b Ahmed N.,35,27,31,3,2
28.03.2021 12:00,New Zealand,Bangladesh,NZ Innings,Allen F.,b Ahmed N.,0,1,0,0,0
28.03.2021 12:00,New Zealand,Bangladesh,NZ Innings,Conway D.,not out,92,52,92,11,3
28.03.2021 12:00,New Zealand,Bangladesh,NZ Innings,Young W.,c Hossain A. b Mahedi H.,53,30,43,2,4
28.03.2021 12:00,New Zealand,Bangladesh,NZ Innings,Phillips G.,not out,24,10,18,3,1
21.03.2021 00:30,India,England,ENG Innings,Roy J.,b Kumar B.,0,2,0,0,0
21.03.2021 00:30,India,England,ENG Innings,Malan D.,b Thakur S.,68,46,87,9,2
21.03.2021 00:30,India,England,ENG Innings,Buttler J.,c Pandya H. b Kumar B.,52,34,72,2,4
21.03.2021 00:30,India,England,ENG Innings,Bairstow J.,c Yadav S. b Thakur S.,7,7,12,1,0
21.03.2021 00:30,India,England,ENG Innings,Morgan E.,c Rahul L. b Pandya H.,1,4,8,0,0
21.03.2021 00:30,India,England,ENG Innings,Stokes B.,c Pant R. b Natarajan T.,14,12,22,2,0
21.03.2021 00:30,India,England,ENG Innings,Jordan C.,c Yadav S. b Thakur S.,11,10,25,0,1
21.03.2021 00:30,India,England,ENG Innings,Archer J.,run out Yadav S.,1,2,3,0,0
21.03.2021 00:30,India,England,ENG Innings,Curran S.,not out,14,3,6,0,2
21.03.2021 00:30,India,England,ENG Innings,Rashid A.,not out,0,0,3,0,0
21.03.2021 00:30,India,England,IND Innings,Sharma R.,b Stokes B.,64,34,45,4,5
21.03.2021 00:30,India,England,IND Innings,Kohli V.,not out,80,52,104,7,2
21.03.2021 00:30,India,England,IND Innings,Yadav S.,c Roy J. b Rashid A.,32,17,24,3,2
21.03.2021 00:30,India,England,IND Innings,Pandya H.,not out,39,17,37,4,2
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Kamunhukamwe T.,b Farooqi F.,1,4,4,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Musakanda T.,c Nabi M. b ul-Haq N.,30,28,38,3,1
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Williams S.,b Nabi M.,14,11,22,2,0
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Shumba M.,c Gurbaz R. b Janat K.,8,16,22,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Raza S.,not out,41,29,48,2,1
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Mutumbami R.,c Gurbaz R. b Janat K.,0,1,2,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Burl R.,not out,39,31,38,1,3
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Gurbaz R.,c Mutumbami R. b Ngarava R.,18,21,24,2,1
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Ghani U.,c Burl R. b Raza S.,39,31,50,4,1
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Janat K.,b Wellington Pedzisai M.,21,14,22,2,1
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Zadran N.,not out,72,35,50,5,5
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Nabi M.,c Musakanda T. b Ngarava R.,2,5,12,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Asghar A.,c Wellington Pedzisai M. b Akram F.,24,12,24,1,2
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Khan R.,c Mutumbami R. b Muzarabani B.,0,1,6,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Ashraf S.,c Wellington Pedzisai M. b Muzarabani B.,0,1,1,0,0
20.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Shahidi H.,not out,0,0,4,0,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Kamunhukamwe T.,lbw ul-Haq N.,0,1,3,0,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Williams S.,b Nabi M.,9,4,9,2,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Musakanda T.,c Zadran N. b Hamza A.,22,15,32,3,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Madhevere W.,c Ghani U. b ul-Haq N.,7,4,8,1,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Raza S.,c Hamza A. b Ahmad F.,15,13,19,2,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Mutumbami R.,lbw Nabi M.,21,21,44,1,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Burl R.,c Ghani U. b Khan R.,40,29,50,1,3
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Tiripano D.,b Khan R.,24,14,18,3,1
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Mavuta B.,c ul-Haq N. b Khan R.,0,1,2,0,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Muzarabani B.,b Janat K.,0,1,3,0,0
19.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Ngarava R.,not out,0,0,1,0,0
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Gurbaz R.,c Mutumbami R. b Ngarava R.,9,8,6,2,0
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Janat K.,b Burl R.,53,38,53,3,4
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Ghani U.,c Muzarabani B. b Tiripano D.,49,34,50,5,2
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Zadran N.,c Burl R. b Muzarabani B.,12,15,27,1,0
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Nabi M.,c Musakanda T. b Muzarabani B.,40,15,25,2,4
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Asghar A.,not out,14,7,17,1,1
19.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Khan R.,not out,9,5,8,1,0
19.03.2021 00:30,India,England,ENG Innings,Roy J.,c Yadav S. b Pandya H.,40,27,51,6,1
19.03.2021 00:30,India,England,ENG Innings,Buttler J.,c Rahul L. b Kumar B.,9,6,14,0,1
19.03.2021 00:30,India,England,ENG Innings,Malan D.,b Chahar R.,14,17,29,0,1
19.03.2021 00:30,India,England,ENG Innings,Bairstow J.,c Sundar W. b Chahar R.,25,19,40,2,1
19.03.2021 00:30,India,England,ENG Innings,Stokes B.,c Yadav S. b Thakur S.,46,23,43,4,3
19.03.2021 00:30,India,England,ENG Innings,Morgan E.,c Sundar W. b Thakur S.,4,6,13,0,0
19.03.2021 00:30,India,England,ENG Innings,Curran S.,b Pandya H.,3,5,15,0,0
19.03.2021 00:30,India,England,ENG Innings,Jordan C.,c Pandya H. b Thakur S.,12,9,28,1,0
19.03.2021 00:30,India,England,ENG Innings,Archer J.,not out,18,8,16,2,1
19.03.2021 00:30,India,England,ENG Innings,Rashid A.,not out,0,0,1,0,0
19.03.2021 00:30,India,England,IND Innings,Sharma R.,c & b Archer J.,12,12,19,1,1
19.03.2021 00:30,India,England,IND Innings,Rahul L.,c Archer J. b Stokes B.,14,17,43,2,0
19.03.2021 00:30,India,England,IND Innings,Yadav S.,c Malan D. b Curran S.,57,31,58,6,3
19.03.2021 00:30,India,England,IND Innings,Kohli V.,st Buttler J. b Rashid A.,1,5,7,0,0
19.03.2021 00:30,India,England,IND Innings,Pant R.,b Archer J.,30,23,48,4,0
19.03.2021 00:30,India,England,IND Innings,Iyer S.,c Malan D. b Archer J.,37,18,39,5,1
19.03.2021 00:30,India,England,IND Innings,Pandya H.,c Stokes B. b Wood M.,11,8,16,0,1
19.03.2021 00:30,India,England,IND Innings,Thakur S.,not out,10,4,11,2,0
19.03.2021 00:30,India,England,IND Innings,Sundar W.,c Rashid A. b Archer J.,4,2,7,1,0
19.03.2021 00:30,India,England,IND Innings,Kumar B.,not out,0,0,3,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Kamunhukamwe T.,b Khan R.,44,37,62,4,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Musakanda T.,c Zadran I. b Ahmad F.,18,14,21,1,1
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Williams S.,c Shahidi H. b Janat K.,22,20,29,2,1
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Raza S.,c Zadran I. b Ahmad F.,22,14,30,3,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Burl R.,b Janat K.,2,6,6,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Mutumbami R.,b Khan R.,15,10,20,2,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Madhevere W.,lbw Khan R.,2,4,11,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Tiripano D.,not out,6,7,11,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,ZIM Innings,Mavuta B.,not out,10,8,10,0,1
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Gurbaz R.,c Tiripano D. b Burl R.,87,45,70,6,7
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Janat K.,c Mutumbami R. b Ngarava R.,26,22,38,3,0
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Asghar A.,c Raza S. b Muzarabani B.,55,38,53,6,2
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Nabi M.,c Mavuta B. b Ngarava R.,7,11,19,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Khan R.,c Mutumbami R. b Muzarabani B.,7,3,5,0,1
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Zadran N.,not out,0,1,5,0,0
17.03.2021 21:00,Afghanistan,Zimbabwe,AFG Innings,Ghani U.,not out,0,0,3,0,0
17.03.2021 00:30,India,England,ENG Innings,Roy J.,c Sharma R. b Chahal Y.,9,13,17,2,0
17.03.2021 00:30,India,England,ENG Innings,Buttler J.,not out,83,52,94,5,4
17.03.2021 00:30,India,England,ENG Innings,Malan D.,st Pant R. b Sundar W.,18,17,33,0,1
17.03.2021 00:30,India,England,ENG Innings,Bairstow J.,not out,40,28,44,5,0
17.03.2021 00:30,India,England,IND Innings,Sharma R.,c Archer J. b Wood M.,15,17,18,2,0
17.03.2021 00:30,India,England,IND Innings,Rahul L.,b Wood M.,0,4,14,0,0
17.03.2021 00:30,India,England,IND Innings,Kishan I.,c Buttler J. b Jordan C.,4,9,9,0,0
17.03.2021 00:30,India,England,IND Innings,Kohli V.,not out,77,46,81,8,4
17.03.2021 00:30,India,England,IND Innings,Pant R.,run out Curran S.,25,20,30,3,0
17.03.2021 00:30,India,England,IND Innings,Iyer S.,c Malan D. b Wood M.,9,9,13,1,0
17.03.2021 00:30,India,England,IND Innings,Pandya H.,c Archer J. b Jordan C.,17,15,34,0,2
15.03.2021 00:30,India,England,IND Innings,Rahul L.,c Buttler J. b Curran S.,0,6,6,0,0
15.03.2021 00:30,India,England,IND Innings,Kishan I.,lbw Rashid A.,56,32,50,5,4
15.03.2021 00:30,India,England,IND Innings,Kohli V.,not out,73,49,85,5,3
15.03.2021 00:30,India,England,IND Innings,Pant R.,c Bairstow J. b Jordan C.,26,13,18,2,2
15.03.2021 00:30,India,England,IND Innings,Iyer S.,not out,8,8,21,0,0
15.03.2021 00:30,India,England,ENG Innings,Roy J.,c Kumar B. b Sundar W.,46,35,67,4,2
15.03.2021 00:30,India,England,ENG Innings,Buttler J.,lbw Kumar B.,0,1,5,0,0
15.03.2021 00:30,India,England,ENG Innings,Malan D.,lbw Chahal Y.,24,23,45,4,0
15.03.2021 00:30,India,England,ENG Innings,Bairstow J.,c Yadav S. b Sundar W.,20,15,33,1,1
15.03.2021 00:30,India,England,ENG Innings,Morgan E.,c Pant R. b Thakur S.,28,20,31,4,0
15.03.2021 00:30,India,England,ENG Innings,Stokes B.,c Pandya H. b Thakur S.,24,21,28,1,0
15.03.2021 00:30,India,England,ENG Innings,Curran S.,not out,6,5,12,1,0
15.03.2021 00:30,India,England,ENG Innings,Jordan C.,not out,0,0,2,0,0
13.03.2021 00:30,India,England,ENG Innings,Roy J.,lbw Sundar W.,49,32,52,4,3
13.03.2021 00:30,India,England,ENG Innings,Buttler J.,lbw Chahal Y.,28,24,33,2,1
13.03.2021 00:30,India,England,ENG Innings,Malan D.,not out,24,20,41,2,1
13.03.2021 00:30,India,England,ENG Innings,Bairstow J.,not out,26,17,22,1,2
13.03.2021 00:30,India,England,IND Innings,Dhawan S.,b Wood M.,4,12,22,0,0
13.03.2021 00:30,India,England,IND Innings,Rahul L.,b Archer J.,1,4,5,0,0
13.03.2021 00:30,India,England,IND Innings,Kohli V.,c Jordan C. b Rashid A.,0,5,5,0,0
13.03.2021 00:30,India,England,IND Innings,Pant R.,c Bairstow J. b Stokes B.,21,23,36,2,1
13.03.2021 00:30,India,England,IND Innings,Iyer S.,c Malan D. b Jordan C.,67,48,75,8,1
13.03.2021 00:30,India,England,IND Innings,Pandya H.,c Jordan C. b Archer J.,19,21,37,1,1
13.03.2021 00:30,India,England,IND Innings,Thakur S.,c Malan D. b Archer J.,0,1,2,0,0
13.03.2021 00:30,India,England,IND Innings,Sundar W.,not out,3,3,16,0,0
13.03.2021 00:30,India,England,IND Innings,Patel A.,not out,7,3,4,1,0
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Simmons L.,st Dickwella N. b Hasaranga W.,26,18,31,3,1
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Lewis E.,lbw Hasaranga W.,21,18,22,3,1
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Gayle C.,b Sandakan L.,13,20,29,1,0
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pollard K.,c Dickwella N. b Chameera D.,0,3,7,0,0
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pooran N.,b Chameera D.,23,18,25,0,2
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Holder J.,not out,14,23,38,0,1
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Powell R.,b Sandakan L.,7,8,12,0,1
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Bravo Dw.,c Dananjaya A. b Sandakan L.,0,1,2,0,0
08.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Allen F.,not out,21,6,12,0,3
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Gunathilaka D.,c & b Allen F.,9,9,5,1,0
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Nissanka P.,c Sinclair K. b Holder J.,5,13,21,0,0
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Dickwella N.,c Holder J. b Sinclair K.,4,6,6,0,0
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Chandimal D.,not out,54,46,74,3,0
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Mathews A.,c Pooran N. b McCoy O.,11,11,15,1,0
08.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Bandara A.,not out,44,35,49,3,2
07.03.2021 10:00,New Zealand,Australia,NZ Innings,Conway D.,c Agar A. b Meredith R.,36,28,53,3,1
07.03.2021 10:00,New Zealand,Australia,NZ Innings,Guptill M.,c Marsh M. b Richardson J.,71,46,66,7,4
07.03.2021 10:00,New Zealand,Australia,NZ Innings,Williamson K.,lbw Meredith R.,0,1,3,0,0
07.03.2021 10:00,New Zealand,Australia,NZ Innings,Phillips G.,not out,34,16,18,5,2
07.03.2021 10:00,New Zealand,Australia,NZ Innings,Chapman M.,not out,1,2,8,0,0
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Philippe J.,lbw Boult T.,2,8,11,0,0
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Finch A.,c Santner M. b Sodhi I.,36,32,41,5,1
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Wade M.,c Guptill M. b Boult T.,44,29,49,3,2
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Maxwell G.,c Boult T. b Chapman M.,1,2,3,0,0
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Stoinis M.,c Guptill M. b Sodhi I.,26,26,28,2,1
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Agar A.,c Guptill M. b Sodhi I.,6,7,14,0,0
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Marsh M.,b Southee T.,10,9,10,0,1
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Richardson J.,c Phillips G. b Southee T.,4,6,15,0,0
07.03.2021 10:00,New Zealand,Australia,AUS Innings,Richardson K.,not out,2,2,3,0,0
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Simmons L.,lbw Hasaranga W.,21,19,29,2,1
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Lewis E.,b Dananjaya A.,6,6,7,1,0
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Gayle C.,c Bandara A. b Hasaranga W.,16,16,19,2,1
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pooran N.,b Chameera D.,8,15,25,0,0
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Holder J.,c Dananjaya A. b Gunathilaka D.,9,5,9,0,1
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Bravo Dw.,c Mathews A. b Chameera D.,2,4,8,0,0
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pollard K.,c Chandimal D. b Sandakan L.,13,15,32,0,1
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Allen F.,lbw Hasaranga W.,12,17,20,0,1
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Sinclair K.,c Nissanka P. b Sandakan L.,3,8,17,0,0
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,McCoy O.,b Sandakan L.,23,7,8,2,2
06.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Edwards F.,not out,1,2,2,0,0
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Gunathilaka D.,c Sinclair K. b Bravo Dw.,56,42,49,4,2
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Nissanka P.,run out Bravo Dw.,37,23,44,4,1
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Mathews A.,c Holder J. b McCoy O.,13,15,22,0,0
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Chandimal D.,c Simmons L. b Bravo Dw.,3,7,14,0,0
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Bandara A.,c Simmons L. b Holder J.,21,19,35,0,1
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Perera Thisara,run out Holder J.,2,3,10,0,0
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Hasaranga W.,not out,19,11,16,3,0
06.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Dickwella N.,not out,0,0,4,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Guptill M.,c Maxwell G. b Agar A.,7,10,18,1,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Seifert T.,b Richardson K.,19,28,33,3,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Williamson K.,c Marsh M. b Maxwell G.,8,12,20,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Conway D.,c Stoinis M. b Agar A.,17,20,39,1,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Phillips G.,run out Wade M.,1,3,7,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Neesham J.,c Finch A. b Zampa A.,3,5,8,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Santner M.,b Maxwell G.,3,5,8,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Southee T.,c Wade M. b Richardson K.,6,4,5,0,1
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Jamieson K.,c Maxwell G. b Richardson K.,30,18,26,5,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Sodhi I.,c Finch A. b Zampa A.,0,2,4,0,0
05.03.2021 17:00,New Zealand,Australia,NZ Innings,Boult T.,not out,6,6,13,1,0
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Wade M.,c Sodhi I. b Santner M.,14,10,12,1,1
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Finch A.,not out,79,55,85,5,4
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Philippe J.,c Southee T. b Sodhi I.,13,17,19,1,0
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Maxwell G.,c Guptill M. b Boult T.,18,9,13,2,1
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Stoinis M.,c Williamson K. b Sodhi I.,19,13,14,2,1
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Agar A.,b Boult T.,0,3,5,0,0
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Marsh M.,c Southee T. b Sodhi I.,6,6,10,1,0
05.03.2021 17:00,New Zealand,Australia,AUS Innings,Richardson J.,not out,4,7,14,0,0
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Simmons L.,lbw Hasaranga W.,26,15,27,3,2
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Lewis E.,c Gunathilaka D. b Dananjaya A.,28,10,15,2,3
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Gayle C.,lbw Dananjaya A.,0,1,1,0,0
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pooran N.,c Dickwella N. b Dananjaya A.,0,1,3,0,0
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Pollard K.,lbw Hasaranga W.,38,11,19,0,6
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Holder J.,not out,29,24,42,1,2
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Allen F.,lbw Hasaranga W.,0,1,2,0,0
04.03.2021 09:00,West Indies,Sri Lanka,WIN Innings,Bravo Dw.,not out,4,17,29,0,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Dickwella N.,b Holder J.,33,29,40,3,1
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Gunathilaka D.,c Pollard K. b Sinclair K.,4,6,8,0,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Nissanka P.,st Pooran N. b Allen F.,39,34,44,4,1
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Chandimal D.,c Holder J. b McCoy O.,11,10,41,0,1
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Mathews A.,c Simmons L. b Edwards F.,5,6,25,0,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Hasaranga W.,c Allen F. b Bravo Dw.,12,14,15,0,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Perera Thisara,c Bravo Dw. b McCoy O.,1,4,14,0,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Bandara A.,run out Allen F.,10,6,17,1,0
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Dananjaya A.,not out,9,9,18,0,0
